town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,_id,block,time,lease_years,lease_years_int,size_sqft,cost_psf,days_ago,storey_min,storey_max,storey_mid,full_name,group_count,group_storey_min,group_storey_max,storey_rank,group_cost_psf_max,group_cost_psf_max_date,year
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG AVE 4,430000.0,2013-07,,2000,13 TO 15,28825,451,2013-07-01,85.9931506849315,86,1119.4456,384.1187101901155,-3351,13,15,14.0,CHOA CHU KANG AVE 4 2000,1001,2,20,0.6666666666666666,457.97317559515903,2022-01-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG AVE 3,430000.0,2013-07,,1993,01 TO 03,28824,407,2013-07-01,78.9904109589041,79,1140.9734,376.8711873563398,-3351,2,3,2.5,CHOA CHU KANG AVE 3 1993,909,2,18,0.03125,450.9860675070221,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,112.0,CHOA CHU KANG AVE 3,430000.0,2013-07,,1993,01 TO 03,28823,402,2013-07-01,78.9904109589041,79,1205.5567999999998,356.6816594622502,-3351,2,3,2.5,CHOA CHU KANG AVE 3 1993,909,2,18,0.03125,450.9860675070221,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG ST 51,428000.0,2013-07,,1995,07 TO 09,28822,514,2013-07-01,80.9904109589041,81,1140.9734,375.118298112822,-3351,7,9,8.0,CHOA CHU KANG ST 51 1995,980,2,15,0.4615384615384615,445.4259653048807,2022-06-01,2013
CHOA CHU KANG,4 ROOM,Model A,101.0,CHOA CHU KANG AVE 3,428000.0,2013-07,,1999,07 TO 09,28821,471,2013-07-01,84.9931506849315,85,1087.1539,393.6885108906844,-3351,7,9,8.0,CHOA CHU KANG AVE 3 1999,644,2,20,0.3333333333333333,427.7223307574024,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,103.0,CHOA CHU KANG AVE 4,427000.0,2013-07,,2000,10 TO 12,28820,462,2013-07-01,85.9931506849315,86,1108.6817,385.1421016509969,-3351,10,12,11.0,CHOA CHU KANG AVE 4 2000,1001,2,20,0.5,457.97317559515903,2022-01-01,2013
CHOA CHU KANG,4 ROOM,Model A,91.0,CHOA CHU KANG CRES,425000.0,2013-07,,2002,04 TO 06,28819,686B,2013-07-01,87.9958904109589,88,979.5149,433.88824406856907,-3351,4,6,5.0,CHOA CHU KANG CRES 2002,1244,2,18,0.1875,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,4 ROOM,Model A,104.0,CHOA CHU KANG AVE 3,419000.0,2013-07,,1993,01 TO 03,28818,405,2013-07-01,78.9904109589041,79,1119.4456,374.29241760385673,-3351,2,3,2.5,CHOA CHU KANG AVE 3 1993,909,2,18,0.03125,450.9860675070221,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG CRES,415000.0,2013-07,,1999,01 TO 03,28817,670,2013-07-01,84.9931506849315,85,1119.4456,370.7192202997626,-3351,2,3,2.5,CHOA CHU KANG CRES 1999,2169,2,21,0.0263157894736842,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,104.0,CHOA CHU KANG AVE 4,415000.0,2013-07,,1993,01 TO 03,28816,415,2013-07-01,78.9904109589041,79,1119.4456,370.7192202997626,-3351,2,3,2.5,CHOA CHU KANG AVE 4 1993,1409,2,18,0.03125,488.3691558595637,2022-06-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,105.0,CHOA CHU KANG CRES,410000.0,2013-07,,1999,07 TO 09,28815,678,2013-07-01,84.9931506849315,85,1130.2095,362.7646024918389,-3351,7,9,8.0,CHOA CHU KANG CRES 1999,2169,2,21,0.3157894736842105,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG CRES,403000.0,2013-07,,1999,01 TO 03,28814,670,2013-07-01,84.9931506849315,85,1119.4456,359.9996283874804,-3351,2,3,2.5,CHOA CHU KANG CRES 1999,2169,2,21,0.0263157894736842,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,TECK WHYE LANE,401888.0,2013-07,,1989,04 TO 06,28813,137,2013-07-01,74.98767123287672,75,1140.9734,352.2325761494528,-3351,4,6,5.0,TECK WHYE LANE 1989,1693,2,15,0.2307692307692307,472.1515232231736,2022-08-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,TECK WHYE LANE,395000.0,2013-07,,1989,04 TO 06,28812,117,2013-07-01,74.98767123287672,75,1140.9734,346.19562559477725,-3351,4,6,5.0,TECK WHYE LANE 1989,1693,2,15,0.2307692307692307,472.1515232231736,2022-08-01,2013
CHOA CHU KANG,3 ROOM,Model A,74.0,TECK WHYE AVE,347000.0,2013-07,,1984,04 TO 06,28811,1,2013-07-01,69.98219178082192,70,796.5286,435.640352399148,-3351,4,6,5.0,TECK WHYE AVE 1984,679,2,27,0.12,483.34736505380977,2022-08-01,2013
CHOA CHU KANG,3 ROOM,Model A,73.0,TECK WHYE LANE,345000.0,2013-07,,1989,07 TO 09,28810,115,2013-07-01,74.98767123287672,75,785.7647,439.0627372290968,-3351,7,9,8.0,TECK WHYE LANE 1989,1693,2,15,0.4615384615384615,472.1515232231736,2022-08-01,2013
CHOA CHU KANG,3 ROOM,Model A,73.0,TECK WHYE LANE,324500.0,2013-07,,1989,10 TO 12,28809,115,2013-07-01,74.98767123287672,75,785.7647,412.9735021183823,-3351,10,12,11.0,TECK WHYE LANE 1989,1693,2,15,0.6923076923076923,472.1515232231736,2022-08-01,2013
CHOA CHU KANG,5 ROOM,Premium Apartment,122.0,CHOA CHU KANG AVE 2,438000.0,2013-07,,1999,01 TO 03,28828,296E,2013-07-01,84.9931506849315,85,1313.1958,333.53746638543925,-3351,2,3,2.5,CHOA CHU KANG AVE 2 1999,684,2,18,0.03125,441.9663461568817,2022-03-01,2013
CHOA CHU KANG,3 ROOM,Model A,74.0,TECK WHYE AVE,323000.0,2013-07,,1984,07 TO 09,28808,4,2013-07-01,69.98219178082192,70,796.5286,405.5096075646248,-3351,7,9,8.0,TECK WHYE AVE 1984,679,2,27,0.24,483.34736505380977,2022-08-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG AVE 4,438000.0,2013-07,,2000,16 TO 18,28829,464,2013-07-01,85.9931506849315,86,1119.4456,391.26510479830375,-3351,16,18,17.0,CHOA CHU KANG AVE 4 2000,1001,2,20,0.8333333333333334,457.97317559515903,2022-01-01,2013
CHOA CHU KANG,4 ROOM,Model A,108.0,CHOA CHU KANG ST 62,445000.0,2013-07,,1996,04 TO 06,28831,615,2013-07-01,81.9904109589041,82,1162.5012,382.7953037811918,-3351,4,6,5.0,CHOA CHU KANG ST 62 1996,1346,2,12,0.3,522.9646385462223,2022-07-01,2013
CHOA CHU KANG,EXECUTIVE,Apartment,143.0,CHOA CHU KANG ST 51,538000.0,2013-07,,1995,01 TO 03,28850,529,2013-07-01,80.9904109589041,81,1539.2377,349.52366356411363,-3351,2,3,2.5,CHOA CHU KANG ST 51 1995,980,2,15,0.0384615384615384,445.4259653048807,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,128.0,CHOA CHU KANG NTH 6,533888.0,2013-07,,1996,07 TO 09,28849,792,2013-07-01,81.9904109589041,82,1377.7792,387.49895483978855,-3351,7,9,8.0,CHOA CHU KANG NTH 6 1996,669,2,18,0.375,507.785600447564,2022-06-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,113.0,CHOA CHU KANG NTH 6,533000.0,2013-07,,1998,04 TO 06,28848,635,2013-07-01,83.9931506849315,84,1216.3207,438.2067985852744,-3351,4,6,5.0,CHOA CHU KANG NTH 6 1998,603,2,18,0.1875,495.6999169134176,2015-03-01,2013
CHOA CHU KANG,5 ROOM,Improved,123.0,CHOA CHU KANG ST 52,520000.0,2013-07,,1994,01 TO 03,28847,540,2013-07-01,79.9904109589041,80,1323.9597,392.7611996044895,-3351,2,3,2.5,CHOA CHU KANG ST 52 1994,428,2,15,0.0384615384615384,433.5479395634173,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,121.0,JLN TECK WHYE,507000.0,2013-07,,1998,10 TO 12,28846,159,2013-07-01,83.9931506849315,84,1302.4319,389.27179225263137,-3351,10,12,11.0,JLN TECK WHYE 1998,1116,2,25,0.391304347826087,479.1147128032458,2021-08-01,2013
CHOA CHU KANG,5 ROOM,Improved,122.0,CHOA CHU KANG ST 52,505000.0,2013-07,,1994,10 TO 12,28845,540,2013-07-01,79.9904109589041,80,1313.1958,384.55803772750414,-3351,10,12,11.0,CHOA CHU KANG ST 52 1994,428,2,15,0.6923076923076923,433.5479395634173,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Premium Apartment,124.0,CHOA CHU KANG CRES,503000.0,2013-07,,1999,01 TO 03,28844,674,2013-07-01,84.9931506849315,85,1334.7236,376.857051152763,-3351,2,3,2.5,CHOA CHU KANG CRES 1999,2169,2,21,0.0263157894736842,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG DR,500000.0,2013-07,,2003,13 TO 15,28843,687C,2013-07-01,88.9958904109589,89,1184.029,422.2869541202116,-3351,13,15,14.0,CHOA CHU KANG DR 2003,186,2,25,0.5217391304347826,449.031794547825,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,498000.0,2013-07,,2002,10 TO 12,28842,685B,2013-07-01,87.9958904109589,88,1184.029,420.5978063037308,-3351,10,12,11.0,CHOA CHU KANG CRES 2002,1244,2,18,0.5625,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,495000.0,2013-07,,2002,07 TO 09,28841,684D,2013-07-01,87.9958904109589,88,1184.029,418.0640845790095,-3351,7,9,8.0,CHOA CHU KANG CRES 2002,1244,2,18,0.375,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,490000.0,2013-07,,2002,07 TO 09,28840,686A,2013-07-01,87.9958904109589,88,1184.029,413.8412150378073,-3351,7,9,8.0,CHOA CHU KANG CRES 2002,1244,2,18,0.375,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,480888.0,2013-07,,2002,01 TO 03,28839,686A,2013-07-01,87.9958904109589,88,1184.029,406.1454575859206,-3351,2,3,2.5,CHOA CHU KANG CRES 2002,1244,2,18,0.03125,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG DR,480000.0,2013-07,,2002,10 TO 12,28838,689A,2013-07-01,87.9958904109589,88,1184.029,405.3954759554031,-3351,10,12,11.0,CHOA CHU KANG DR 2002,587,2,21,0.4736842105263157,471.6620441404209,2013-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,120.0,CHOA CHU KANG AVE 4,467500.0,2013-07,,1997,01 TO 03,28837,446,2013-07-01,82.9931506849315,83,1291.668,361.93511026053136,-3351,2,3,2.5,CHOA CHU KANG AVE 4 1997,736,2,15,0.0384615384615384,482.0567999341493,2022-07-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,467000.0,2013-07,,2002,01 TO 03,28836,685B,2013-07-01,87.9958904109589,88,1184.029,394.4160151482776,-3351,2,3,2.5,CHOA CHU KANG CRES 2002,1244,2,18,0.03125,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG AVE 4,463000.0,2013-07,,1993,10 TO 12,28835,439,2013-07-01,78.9904109589041,79,1140.9734,405.7938598743845,-3351,10,12,11.0,CHOA CHU KANG AVE 4 1993,1409,2,18,0.5625,488.3691558595637,2022-06-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG CRES,458000.0,2013-07,,1999,16 TO 18,28834,673A,2013-07-01,84.9931506849315,85,1119.4456,409.1310913187742,-3351,16,18,17.0,CHOA CHU KANG CRES 1999,2169,2,21,0.7894736842105263,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,108.0,CHOA CHU KANG AVE 2,453000.0,2013-07,,1994,10 TO 12,28833,252,2013-07-01,79.9904109589041,80,1162.5012,389.6770171075953,-3351,10,12,11.0,CHOA CHU KANG AVE 2 1994,196,2,18,0.5625,464.5156495322328,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG ST 54,452000.0,2013-07,,1996,10 TO 12,28832,767,2013-07-01,81.9904109589041,82,1140.9734,396.1529690350363,-3351,10,12,11.0,CHOA CHU KANG ST 54 1996,539,2,21,0.4736842105263157,454.8382401669778,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG AVE 3,440000.0,2013-07,,1993,04 TO 06,28830,405,2013-07-01,78.9904109589041,79,1140.9734,385.6356335739291,-3351,4,6,5.0,CHOA CHU KANG AVE 3 1993,909,2,18,0.1875,450.9860675070221,2022-04-01,2013
GEYLANG,3 ROOM,Standard,60.0,BALAM RD,303000.0,2013-07,,1967,07 TO 09,28901,24,2013-07-01,52.97123287671233,53,645.834,469.1608060275551,-3351,7,9,8.0,BALAM RD 1967,770,2,12,0.6,512.5155999838968,2013-04-01,2013
CHOA CHU KANG,3 ROOM,New Generation,68.0,TECK WHYE LANE,320000.0,2013-07,,1981,01 TO 03,28807,19,2013-07-01,66.98219178082192,67,731.9452,437.1911995597485,-3351,2,3,2.5,TECK WHYE LANE 1981,252,2,15,0.0384615384615384,471.3467620253538,2013-02-01,2013
CENTRAL AREA,3 ROOM,Improved,59.0,TG PAGAR PLAZA,470000.0,2013-07,,1977,10 TO 12,28805,4,2013-07-01,62.97945205479452,63,635.0701,740.0757806106759,-3351,10,12,11.0,TG PAGAR PLAZA 1977,592,2,24,0.4090909090909091,818.8072466330882,2016-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,66.0,WHAMPOA DR,330000.0,2013-07,,1980,04 TO 06,29201,97,2013-07-01,65.97945205479452,66,710.4173999999999,464.5156495322328,-3351,4,6,5.0,WHAMPOA DR 1980,142,2,12,0.3,481.4071276970412,2012-10-01,2013
CENTRAL AREA,3 ROOM,Standard,56.0,SELEGIE RD,385000.0,2013-07,,1974,01 TO 03,28800,8,2013-07-01,59.97671232876712,60,602.7783999999999,638.70901810682,-3351,2,3,2.5,SELEGIE RD 1974,361,2,18,0.03125,746.5430081768027,2013-09-01,2013
CENTRAL AREA,2 ROOM,Improved,54.0,JLN KUKOH,296000.0,2013-07,,1982,10 TO 12,28799,9,2013-07-01,67.98219178082192,68,581.2506,509.2467861538552,-3351,10,12,11.0,JLN KUKOH 1982,74,4,12,0.875,548.9730403562751,2012-08-01,2013
CENTRAL AREA,2 ROOM,Improved,54.0,JLN KUKOH,293890.0,2013-07,,1971,16 TO 18,28798,8,2013-07-01,56.97397260273973,57,581.2506,505.6166823741773,-3351,16,18,17.0,JLN KUKOH 1971,186,4,18,0.9285714285714286,593.1507524796202,2013-08-01,2013
CENTRAL AREA,2 ROOM,Improved,53.0,JLN KUKOH,275000.0,2013-07,,1971,07 TO 09,28797,10,2013-07-01,56.97397260273973,57,570.4866999999999,482.0445419674114,-3351,7,9,8.0,JLN KUKOH 1971,186,4,18,0.2857142857142857,593.1507524796202,2013-08-01,2013
BUKIT TIMAH,EXECUTIVE,Maisonette,146.0,TOH YI DR,960000.0,2013-07,,1989,04 TO 06,28796,7,2013-07-01,74.98767123287672,75,1571.5294,610.869895275265,-3351,4,6,5.0,TOH YI DR 1989,451,2,15,0.2307692307692307,746.8446417154599,2021-12-01,2013
BUKIT TIMAH,4 ROOM,Model A,104.0,TOH YI DR,672000.0,2013-07,,1989,04 TO 06,28794,5,2013-07-01,74.98767123287672,75,1119.4456,600.2971470878084,-3351,4,6,5.0,TOH YI DR 1989,451,2,15,0.2307692307692307,746.8446417154599,2021-12-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,144.0,JELAPANG RD,718000.0,2013-07,,1998,16 TO 18,28793,503,2013-07-01,83.9931506849315,84,1550.0016,463.22532828353206,-3351,16,18,17.0,JELAPANG RD 1998,2685,2,21,0.7894736842105263,545.5588054080691,2022-01-01,2013
BUKIT PANJANG,5 ROOM,Improved,110.0,LOMPANG RD,633000.0,2013-07,,2001,16 TO 18,28792,177,2013-07-01,86.9958904109589,87,1184.029,534.6152839161879,-3351,16,18,17.0,LOMPANG RD 2001,374,2,27,0.6,657.0785006110492,2022-08-01,2013
BUKIT PANJANG,EXECUTIVE,Apartment,145.0,CASHEW RD,620000.0,2013-07,,1988,04 TO 06,28791,130,2013-07-01,73.9849315068493,74,1560.7655,397.2409692551508,-3351,4,6,5.0,CASHEW RD 1988,410,2,15,0.2307692307692307,523.397914965896,2022-09-01,2013
BUKIT PANJANG,EXECUTIVE,Apartment,140.0,JELAPANG RD,610000.0,2013-07,,1999,01 TO 03,28790,543,2013-07-01,84.9931506849315,85,1506.946,404.79220887808856,-3351,2,3,2.5,JELAPANG RD 1999,1014,2,27,0.02,621.5350240220016,2022-08-01,2013
BUKIT PANJANG,5 ROOM,Improved,120.0,JELAPANG RD,592000.0,2013-07,,1999,16 TO 18,28789,540,2013-07-01,84.9931506849315,85,1291.668,458.32210753846965,-3351,16,18,17.0,JELAPANG RD 1999,1014,2,27,0.6,621.5350240220016,2022-08-01,2013
BUKIT PANJANG,5 ROOM,Improved,121.0,GANGSA RD,585888.0,2013-07,,1998,13 TO 15,28788,154,2013-07-01,83.9931506849315,84,1302.4319,449.8415617737864,-3351,13,15,14.0,GANGSA RD 1998,655,2,27,0.48,621.5900680360588,2022-02-01,2013
BUKIT PANJANG,5 ROOM,Premium Apartment,110.0,SENJA RD,571000.0,2013-07,,2004,28 TO 30,28787,625,2013-07-01,89.9958904109589,90,1184.029,482.25170160528165,-3351,28,30,29.0,SENJA RD 2004,965,2,30,0.9642857142857144,555.7296316221984,2022-05-01,2013
BUKIT PANJANG,5 ROOM,Improved,121.0,GANGSA RD,568000.0,2013-07,,1998,04 TO 06,28786,152,2013-07-01,83.9931506849315,84,1302.4319,436.10725443687306,-3351,4,6,5.0,GANGSA RD 1998,655,2,27,0.12,621.5900680360588,2022-02-01,2013
BUKIT PANJANG,5 ROOM,Premium Apartment,110.0,SENJA LINK,560000.0,2013-07,,2001,07 TO 09,28785,653,2013-07-01,86.9958904109589,87,1184.029,472.961388614637,-3351,7,9,8.0,SENJA LINK 2001,282,2,21,0.3157894736842105,535.9795956141147,2022-07-01,2013
BUKIT PANJANG,5 ROOM,Improved,110.0,SENJA RD,538000.0,2013-07,,2001,13 TO 15,28784,621,2013-07-01,86.9958904109589,87,1184.029,454.3807626333477,-3351,13,15,14.0,SENJA RD 2001,656,2,21,0.631578947368421,561.7398552482815,2021-12-01,2013
HOUGANG,3 ROOM,New Generation,67.0,HOUGANG AVE 3,344000.0,2013-07,,1985,04 TO 06,28944,252,2013-07-01,70.9849315068493,71,721.1813,476.995174445039,-3351,4,6,5.0,HOUGANG AVE 3 1985,328,2,15,0.2307692307692307,499.18099651225015,2013-07-01,2013
BUKIT PANJANG,5 ROOM,Improved,110.0,BT PANJANG RING RD,528000.0,2013-07,,2002,07 TO 09,28783,615,2013-07-01,87.9958904109589,88,1184.029,445.9350235509434,-3351,7,9,8.0,BT PANJANG RING RD 2002,336,2,21,0.3157894736842105,493.1365701346842,2021-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,59.0,GEYLANG BAHRU,331000.0,2013-07,,1974,13 TO 15,29202,73,2013-07-01,59.97671232876712,60,635.0701,521.2023050683696,-3351,13,15,14.0,GEYLANG BAHRU 1974,1245,2,27,0.48,582.6128485658512,2022-08-01,2013
CENTRAL AREA,4 ROOM,Improved,77.0,CHIN SWEE RD,600000.0,2013-07,,1974,22 TO 24,28806,53,2013-07-01,59.97671232876712,60,828.8203,723.9204927775056,-3351,22,24,23.0,CHIN SWEE RD 1974,70,2,27,0.84,738.1575958021299,2021-12-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,66.0,WHAMPOA DR,333000.0,2013-07,,1981,13 TO 15,29203,74,2013-07-01,66.98219178082192,67,710.4173999999999,468.7385190734349,-3351,13,15,14.0,WHAMPOA DR 1981,166,2,18,0.75,495.4833595010483,2022-08-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,59.0,ST. GEORGE'S RD,335000.0,2013-07,,1976,10 TO 12,29205,3,2013-07-01,61.97671232876712,62,635.0701,527.5008223501626,-3351,10,12,11.0,ST. GEORGE'S RD 1976,517,2,15,0.6923076923076923,566.8665553613688,2013-02-01,2013
CENTRAL AREA,3 ROOM,Improved,74.0,KELANTAN RD,450888.0,2013-07,,1977,13 TO 15,28804,28,2013-07-01,62.97945205479452,63,796.5286,566.0663032061875,-3351,13,15,14.0,KELANTAN RD 1977,154,2,18,0.75,600.2971470878084,2016-10-01,2013
CENTRAL AREA,3 ROOM,Improved,65.0,UPP CROSS ST,450000.0,2013-07,,1975,13 TO 15,28803,34,2013-07-01,60.97671232876712,61,699.6535,643.1755147369377,-3351,13,15,14.0,UPP CROSS ST 1975,142,4,21,0.5882352941176471,686.0538823860668,2015-10-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,UPP BOON KENG RD,402000.0,2013-07,,1975,10 TO 12,29222,16,2013-07-01,60.97671232876712,61,699.6535,574.570126498331,-3351,10,12,11.0,UPP BOON KENG RD 1975,362,2,18,0.5625,583.1458000281568,2012-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,68.0,BENDEMEER RD,400000.0,2013-07,,1972,07 TO 09,29221,30,2013-07-01,57.97397260273973,58,731.9452,546.4889994496856,-3351,7,9,8.0,BENDEMEER RD 1972,462,2,24,0.2727272727272727,624.5776685276768,2012-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,74.0,BEACH RD,400000.0,2013-07,,1979,04 TO 06,29220,1,2013-07-01,64.97945205479452,65,796.5286,502.1790805753868,-3351,4,6,5.0,BEACH RD 1979,353,2,18,0.1875,601.1378993946541,2012-10-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,68.0,WHAMPOA WEST,392888.0,2013-07,,1972,04 TO 06,29219,34,2013-07-01,57.97397260273973,58,731.9452,536.7724250394701,-3351,4,6,5.0,WHAMPOA WEST 1972,321,2,12,0.3,573.8134494221698,2022-08-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,UPP BOON KENG RD,384000.0,2013-07,,1974,01 TO 03,29218,11,2013-07-01,59.97671232876712,60,699.6535,548.8431059088534,-3351,2,3,2.5,UPP BOON KENG RD 1974,226,2,18,0.03125,578.8579632632438,2013-05-01,2013
KALLANG/WHAMPOA,3 ROOM,Standard,60.0,JLN BATU,377000.0,2013-07,,1969,07 TO 09,29217,5,2013-07-01,54.97397260273973,55,645.834,583.7413329121725,-3351,7,9,8.0,JLN BATU 1969,433,2,12,0.6,619.3541993763104,2013-11-01,2013
KALLANG/WHAMPOA,3 ROOM,New Generation,68.0,GEYLANG BAHRU,375000.0,2013-07,,1979,10 TO 12,29216,95,2013-07-01,64.97945205479452,65,731.9452,512.3334369840802,-3351,10,12,11.0,GEYLANG BAHRU 1979,461,2,15,0.6923076923076923,573.8134494221698,2013-05-01,2013
KALLANG/WHAMPOA,3 ROOM,New Generation,68.0,GEYLANG BAHRU,370000.0,2013-07,,1979,04 TO 06,29215,95,2013-07-01,64.97945205479452,65,731.9452,505.5023244909592,-3351,4,6,5.0,GEYLANG BAHRU 1979,461,2,15,0.2307692307692307,573.8134494221698,2013-05-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,KALLANG BAHRU,360000.0,2013-07,,1974,13 TO 15,29214,63,2013-07-01,59.97671232876712,60,699.6535,514.5404117895501,-3351,13,15,14.0,KALLANG BAHRU 1974,514,2,15,0.9230769230769232,528.8332010059265,2014-08-01,2013
KALLANG/WHAMPOA,3 ROOM,Standard,60.0,JLN BATU,359000.0,2013-07,,1969,04 TO 06,29213,3,2013-07-01,54.97397260273973,55,645.834,555.8703939402386,-3351,4,6,5.0,JLN BATU 1969,433,2,12,0.3,619.3541993763104,2013-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Standard,60.0,JLN BATU,355000.0,2013-07,,1969,10 TO 12,29212,2,2013-07-01,54.97397260273973,55,645.834,549.6768519464755,-3351,10,12,11.0,JLN BATU 1969,433,2,12,0.9,619.3541993763104,2013-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,LOR LIMAU,353000.0,2013-07,,1973,13 TO 15,29211,76,2013-07-01,58.97671232876712,59,699.6535,504.5354593380866,-3351,13,15,14.0,LOR LIMAU 1973,385,2,20,0.6666666666666666,551.1202621568863,2013-07-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,GEYLANG BAHRU,353000.0,2013-07,,1974,13 TO 15,29210,57,2013-07-01,59.97671232876712,60,699.6535,504.5354593380866,-3351,13,15,14.0,GEYLANG BAHRU 1974,1245,2,27,0.48,582.6128485658512,2022-08-01,2013
KALLANG/WHAMPOA,3 ROOM,Standard,60.0,JLN BATU,352000.0,2013-07,,1969,01 TO 03,29209,2,2013-07-01,54.97397260273973,55,645.834,545.0316954511532,-3351,2,3,2.5,JLN BATU 1969,433,2,12,0.05,619.3541993763104,2013-11-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,59.0,LOR LIMAU,350000.0,2013-07,,1973,13 TO 15,29208,77,2013-07-01,58.97671232876712,59,635.0701,551.1202621568863,-3351,13,15,14.0,LOR LIMAU 1973,385,2,20,0.6666666666666666,551.1202621568863,2013-07-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,65.0,GEYLANG BAHRU,346000.0,2013-07,,1974,04 TO 06,29207,68,2013-07-01,59.97671232876712,60,699.6535,494.5305068866232,-3351,4,6,5.0,GEYLANG BAHRU 1974,1245,2,27,0.12,582.6128485658512,2022-08-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,59.0,ST. GEORGE'S RD,340000.0,2013-07,,1976,04 TO 06,29206,3,2013-07-01,61.97671232876712,62,635.0701,535.3739689524039,-3351,4,6,5.0,ST. GEORGE'S RD 1976,517,2,15,0.2307692307692307,566.8665553613688,2013-02-01,2013
KALLANG/WHAMPOA,3 ROOM,Improved,59.0,GEYLANG BAHRU,335000.0,2013-07,,1974,04 TO 06,29204,72,2013-07-01,59.97671232876712,60,635.0701,527.5008223501626,-3351,4,6,5.0,GEYLANG BAHRU 1974,1245,2,27,0.12,582.6128485658512,2022-08-01,2013
GEYLANG,3 ROOM,Standard,58.0,CIRCUIT RD,313000.0,2013-07,,1972,07 TO 09,28902,37,2013-07-01,57.97397260273973,58,624.3062,501.3565458744443,-3351,7,9,8.0,CIRCUIT RD 1972,57,2,18,0.375,528.5867736056441,2013-01-01,2013
BUKIT TIMAH,EXECUTIVE,Maisonette,146.0,TOH YI DR,950000.0,2013-07,,1989,04 TO 06,28795,7,2013-07-01,74.98767123287672,75,1571.5294,604.5066671994811,-3351,4,6,5.0,TOH YI DR 1989,451,2,15,0.2307692307692307,746.8446417154599,2021-12-01,2013
GEYLANG,3 ROOM,Standard,57.0,BALAM RD,320000.0,2013-07,,1973,07 TO 09,28904,32,2013-07-01,58.97671232876712,59,613.5423,521.5614310537351,-3351,7,9,8.0,BALAM RD 1973,271,2,12,0.6,535.2028135914856,2013-09-01,2013
